ride_id,booking_id,booking_date,booking_time,booking_status,customer_id,vehicle_id,pickup_location_id,drop_location_id,avg_vtat,avg_ctat,cancelled_ride_by_customer,customer_reason_id,cancelled_ride_by_driver,driver_reason_id,incomplete_ride,incomplete_reason_id,booking_value,ride_distance,driver_rating,customer_rating,payment_method
66872,CNR4388424,2024-11-25,07:30:00,Completed,CID2115407,V04,L089,L106,11.10,27.70,0,null,0,null,0,null,273.00,40.16,3.70,4.40,Debit Card
66873,CNR4187288,2024-01-18,14:29:34,Incomplete,CID4522660,V02,L113,L045,9.30,21.00,0,null,0,null,1,R11,230.00,13.43,null,null,Credit Card
66874,CNR3860233,2024-09-25,21:07:42,Completed,CID1232352,V05,L086,L125,11.60,44.90,0,null,0,null,0,null,273.00,17.35,4.50,3.60,UPI
66875,CNR7594467,2024-09-30,21:53:05,Completed,CID3291236,V01,L070,L080,4.30,18.90,0,null,0,null,0,null,360.00,48.51,4.30,4.10,UPI
66876,CNR5076044,2024-07-05,17:34:48,No Driver Found,CID5700708,V02,L034,L135,null,null,0,null,0,null,0,null,null,null,null,null,null
66877,CNR6978072,2024-09-07,12:59:08,Completed,CID4917299,V01,L070,L115,10.60,18.10,0,null,0,null,0,null,1180.00,3.04,4.90,4.10,UPI
66878,CNR5855919,2024-06-11,18:52:11,No Driver Found,CID3503901,V04,L048,L154,null,null,0,null,0,null,0,null,null,null,null,null,null
66879,CNR2679397,2024-06-18,13:38:16,Completed,CID6068156,V06,L020,L088,3.70,26.20,0,null,0,null,0,null,161.00,7.56,3.70,3.40,UPI
66880,CNR3889470,2024-05-07,15:47:54,Completed,CID7515967,V04,L038,L115,2.40,25.10,0,null,0,null,0,null,227.00,12.43,4.40,4.00,UPI
66881,CNR8486446,2024-05-26,14:48:29,Completed,CID5218088,V01,L076,L038,10.50,18.10,0,null,0,null,0,null,1094.00,21.14,4.60,4.90,UPI
66882,CNR4372193,2024-11-12,05:33:03,Completed,CID5471607,V03,L116,L102,14.90,31.20,0,null,0,null,0,null,261.00,23.11,4.30,5.00,Debit Card
66883,CNR4023391,2024-03-08,11:18:26,Completed,CID4233941,V01,L106,L080,9.00,35.60,0,null,0,null,0,null,414.00,12.21,4.60,4.30,UPI
66884,CNR1503975,2024-08-31,23:25:02,Cancelled by Driver,CID9176055,V05,L161,L105,10.30,null,0,null,1,R06,0,null,null,null,null,null,null
66885,CNR3031378,2024-03-29,23:00:59,Completed,CID8533535,V06,L145,L155,6.90,25.50,0,null,0,null,0,null,667.00,45.74,4.60,4.90,UPI
66886,CNR7109578,2024-10-03,07:29:57,Cancelled by Driver,CID6720897,V06,L116,L080,6.50,null,0,null,1,R07,0,null,null,null,null,null,null
66887,CNR2170291,2024-12-16,18:46:57,Completed,CID5014521,V01,L082,L006,5.20,36.90,0,null,0,null,0,null,81.00,38.57,4.20,4.90,Credit Card
66888,CNR4574769,2024-08-21,00:31:26,Cancelled by Driver,CID1332433,V01,L164,L141,11.70,null,0,null,1,R07,0,null,null,null,null,null,null
66889,CNR4478876,2024-06-27,20:02:17,Cancelled by Driver,CID8384858,V05,L003,L152,10.00,null,0,null,1,R06,0,null,null,null,null,null,null
66890,CNR4629723,2024-12-11,05:03:26,No Driver Found,CID5504930,V05,L008,L134,null,null,0,null,0,null,0,null,null,null,null,null,null
66891,CNR6848827,2024-02-08,17:25:36,Incomplete,CID8526147,V02,L056,L064,3.10,14.60,0,null,0,null,1,R11,600.00,12.37,null,null,UPI
66892,CNR4765550,2024-05-19,17:53:46,Completed,CID5329047,V06,L148,L099,2.90,44.50,0,null,0,null,0,null,136.00,33.81,3.80,3.50,UPI
66893,CNR5462036,2024-11-14,17:18:59,Completed,CID2057099,V02,L054,L169,10.90,42.40,0,null,0,null,0,null,390.00,6.76,4.20,4.70,Cash
66894,CNR1128683,2024-04-09,15:52:00,Completed,CID2230524,V03,L010,L171,13.50,18.70,0,null,0,null,0,null,932.00,8.25,4.30,4.30,Uber Wallet
66895,CNR6723613,2024-05-29,13:48:27,Completed,CID9919768,V01,L126,L001,6.80,32.80,0,null,0,null,0,null,92.00,23.64,4.30,3.80,Cash
66896,CNR9583366,2024-06-04,11:02:58,Completed,CID3493141,V04,L117,L046,14.20,17.60,0,null,0,null,0,null,398.00,18.97,4.10,4.30,Cash
66897,CNR2195154,2024-12-25,14:11:56,Cancelled by Driver,CID7010394,V03,L168,L108,3.20,null,0,null,1,R08,0,null,null,null,null,null,null
66898,CNR3133792,2024-03-27,14:16:51,Completed,CID5297209,V01,L023,L116,11.40,23.10,0,null,0,null,0,null,416.00,34.65,3.70,4.70,UPI
66899,CNR7017230,2024-10-13,11:48:37,Completed,CID8532084,V05,L098,L085,6.60,34.00,0,null,0,null,0,null,1156.00,32.16,4.00,4.70,UPI
66900,CNR6498479,2024-02-13,12:44:55,Completed,CID1160331,V06,L051,L167,9.90,40.10,0,null,0,null,0,null,145.00,41.80,4.60,3.70,UPI
66901,CNR1910461,2024-04-25,21:16:54,Completed,CID7593429,V01,L152,L072,8.80,23.30,0,null,0,null,0,null,343.00,35.70,3.30,4.10,Credit Card
66902,CNR5591831,2024-12-27,08:24:10,Completed,CID5697111,V06,L017,L148,5.90,32.80,0,null,0,null,0,null,260.00,16.72,4.60,4.80,Uber Wallet
66903,CNR2263853,2024-05-18,00:03:09,Completed,CID4182125,V04,L169,L013,5.10,36.10,0,null,0,null,0,null,508.00,21.43,4.20,4.00,Debit Card
66904,CNR2552330,2024-02-28,21:20:24,Completed,CID3820250,V04,L006,L019,3.00,27.10,0,null,0,null,0,null,484.00,47.86,4.30,4.50,Cash
66905,CNR3123182,2024-04-13,23:42:17,Incomplete,CID3785765,V06,L133,L172,8.40,12.10,0,null,0,null,1,R11,1290.00,2.17,null,null,UPI
66906,CNR7386660,2024-09-05,10:08:29,Completed,CID2787315,V01,L151,L057,8.80,41.50,0,null,0,null,0,null,876.00,39.85,4.40,4.80,Uber Wallet
66907,CNR1381277,2024-10-23,10:34:13,Completed,CID3199595,V05,L050,L141,11.90,37.40,0,null,0,null,0,null,262.00,24.12,4.30,4.90,Cash
66908,CNR2999671,2024-02-18,13:55:14,Cancelled by Driver,CID7401014,V02,L067,L118,5.40,null,0,null,1,R06,0,null,null,null,null,null,null
66909,CNR2005150,2024-10-06,21:28:52,Completed,CID6566919,V04,L031,L126,9.50,20.80,0,null,0,null,0,null,451.00,41.11,4.90,4.90,Uber Wallet
66910,CNR8668963,2024-08-18,22:35:13,Completed,CID1157262,V01,L012,L106,3.60,24.80,0,null,0,null,0,null,696.00,20.66,4.20,4.70,UPI
66911,CNR8843337,2024-06-30,19:04:22,Completed,CID1677465,V02,L142,L094,6.10,24.00,0,null,0,null,0,null,786.00,32.52,4.40,4.90,Uber Wallet
66912,CNR1282496,2024-10-28,20:33:00,Cancelled by Driver,CID8866807,V04,L134,L001,8.60,null,0,null,1,R09,0,null,null,null,null,null,null
66913,CNR3560797,2024-04-30,16:42:57,Incomplete,CID4529941,V04,L034,L143,8.70,19.10,0,null,0,null,1,R10,83.00,9.13,null,null,Cash
66914,CNR9133770,2024-05-11,18:11:25,Completed,CID3283659,V04,L042,L092,11.10,26.00,0,null,0,null,0,null,1052.00,47.46,4.30,5.00,Uber Wallet
66915,CNR8043895,2024-01-13,11:40:38,Completed,CID7713671,V04,L112,L109,14.20,29.20,0,null,0,null,0,null,336.00,39.60,4.30,4.20,Uber Wallet
66916,CNR8670269,2024-01-30,18:25:10,No Driver Found,CID4811820,V01,L155,L036,null,null,0,null,0,null,0,null,null,null,null,null,null
66917,CNR9252338,2024-01-31,19:54:17,Completed,CID4301687,V04,L139,L023,4.40,25.30,0,null,0,null,0,null,989.00,28.88,4.30,4.50,Credit Card
66918,CNR4128859,2024-09-22,08:19:35,Completed,CID5426176,V04,L002,L152,13.10,27.90,0,null,0,null,0,null,608.00,31.01,4.10,4.70,Cash
66919,CNR6868549,2024-04-05,22:47:14,Cancelled by Driver,CID4590339,V01,L119,L044,9.90,null,0,null,1,R09,0,null,null,null,null,null,null
66920,CNR8611757,2024-01-01,22:40:13,Completed,CID1759035,V04,L091,L022,6.40,30.70,0,null,0,null,0,null,242.00,33.79,4.10,4.50,Cash
66921,CNR7558562,2024-02-10,09:33:00,Completed,CID3145243,V07,L013,L121,8.20,39.90,0,null,0,null,0,null,195.00,45.57,4.20,3.60,Cash
66922,CNR6588454,2024-06-27,07:19:46,Completed,CID4717166,V02,L095,L014,11.50,30.00,0,null,0,null,0,null,171.00,26.01,3.80,4.10,UPI
66923,CNR5424608,2024-08-04,18:12:09,Cancelled by Driver,CID5608625,V01,L049,L096,11.40,null,0,null,1,R09,0,null,null,null,null,null,null
66924,CNR5488745,2024-02-20,20:57:55,Completed,CID7298699,V01,L165,L007,9.50,27.00,0,null,0,null,0,null,408.00,3.41,4.30,3.70,UPI
66925,CNR8604060,2024-09-01,05:49:41,Completed,CID9832925,V03,L162,L155,10.80,34.30,0,null,0,null,0,null,1904.00,13.51,3.30,4.60,UPI
66926,CNR1011146,2024-05-05,17:50:01,Completed,CID2877388,V06,L050,L075,11.10,40.10,0,null,0,null,0,null,520.00,30.69,4.70,4.60,UPI
66927,CNR7958776,2024-11-14,18:11:37,Cancelled by Driver,CID7701847,V06,L053,L127,5.90,null,0,null,1,R07,0,null,null,null,null,null,null
66928,CNR1988381,2024-01-11,17:19:52,Incomplete,CID7825612,V04,L023,L091,4.30,22.60,0,null,0,null,1,R10,414.00,9.33,null,null,UPI
66929,CNR5900555,2024-03-23,17:18:23,Cancelled by Driver,CID2612529,V01,L088,L046,11.50,null,0,null,1,R09,0,null,null,null,null,null,null
66930,CNR6072538,2024-06-18,09:39:19,Completed,CID7640634,V02,L025,L080,12.80,31.60,0,null,0,null,0,null,425.00,44.02,3.80,4.20,UPI
66931,CNR2129682,2024-03-18,10:55:35,Completed,CID4628509,V05,L038,L024,8.30,29.00,0,null,0,null,0,null,775.00,39.87,4.10,4.40,Cash
66932,CNR8423108,2024-04-02,21:28:16,Cancelled by Driver,CID5606611,V02,L084,L101,7.80,null,0,null,1,R08,0,null,null,null,null,null,null
66933,CNR9960002,2024-09-14,15:46:39,No Driver Found,CID1575651,V05,L117,L164,null,null,0,null,0,null,0,null,null,null,null,null,null
66934,CNR2610366,2024-07-28,18:47:54,Cancelled by Driver,CID9140179,V05,L084,L002,7.50,null,0,null,1,R07,0,null,null,null,null,null,null
66935,CNR7472566,2024-12-10,18:01:19,Cancelled by Driver,CID6113060,V02,L144,L165,8.00,null,0,null,1,R08,0,null,null,null,null,null,null
66936,CNR9040134,2024-04-30,11:54:21,Cancelled by Driver,CID9212984,V01,L052,L058,5.00,null,0,null,1,R07,0,null,null,null,null,null,null
66937,CNR3258564,2024-06-15,11:17:04,Completed,CID3439364,V04,L025,L063,13.50,37.80,0,null,0,null,0,null,555.00,20.24,4.90,4.60,Uber Wallet
66938,CNR9899493,2024-03-29,05:40:44,Cancelled by Driver,CID7572677,V02,L159,L057,7.30,null,0,null,1,R09,0,null,null,null,null,null,null
66939,CNR8306500,2024-09-18,15:18:29,Completed,CID3485736,V01,L096,L163,5.20,28.10,0,null,0,null,0,null,293.00,36.96,4.20,4.80,UPI
66940,CNR1192470,2024-10-01,10:44:11,Cancelled by Driver,CID2743928,V04,L082,L161,3.60,null,0,null,1,R07,0,null,null,null,null,null,null
66941,CNR2878358,2024-09-27,22:12:14,Cancelled by Driver,CID4630486,V01,L008,L003,3.80,null,0,null,1,R09,0,null,null,null,null,null,null
66942,CNR1845516,2024-04-04,01:05:39,Incomplete,CID5712871,V04,L096,L161,3.50,29.00,0,null,0,null,1,R10,893.00,5.15,null,null,UPI
66943,CNR1706595,2024-07-05,07:18:58,Completed,CID6227672,V04,L040,L113,6.00,44.30,0,null,0,null,0,null,238.00,28.73,5.00,4.20,Cash
66944,CNR7164477,2024-12-09,14:40:34,Cancelled by Driver,CID4859535,V04,L150,L117,5.10,null,0,null,1,R07,0,null,null,null,null,null,null
66945,CNR7726913,2024-01-09,18:29:10,Completed,CID2946920,V05,L159,L048,6.50,42.50,0,null,0,null,0,null,237.00,48.96,4.30,4.70,UPI
66946,CNR2049694,2024-03-16,13:30:37,Completed,CID7919094,V03,L092,L060,11.20,33.10,0,null,0,null,0,null,583.00,14.84,4.40,4.70,Cash
66947,CNR5520005,2024-08-03,11:04:27,No Driver Found,CID8627713,V01,L116,L046,null,null,0,null,0,null,0,null,null,null,null,null,null
66948,CNR5196668,2024-08-04,11:24:58,Completed,CID7659452,V02,L089,L009,8.00,15.20,0,null,0,null,0,null,158.00,7.33,4.20,5.00,Cash
66949,CNR8909666,2024-02-04,09:45:34,Completed,CID1160084,V01,L114,L120,6.20,41.60,0,null,0,null,0,null,121.00,6.45,4.30,4.20,UPI
66950,CNR2645161,2024-10-30,19:12:33,Completed,CID8521126,V02,L062,L126,9.90,18.60,0,null,0,null,0,null,397.00,8.16,3.00,4.40,UPI
66951,CNR7577666,2024-02-08,11:01:28,Completed,CID8029102,V02,L024,L015,14.20,43.50,0,null,0,null,0,null,339.00,29.73,4.60,4.80,Debit Card
66952,CNR8119761,2024-01-07,10:01:32,Completed,CID8463912,V04,L085,L012,4.20,17.40,0,null,0,null,0,null,650.00,26.59,4.50,3.40,UPI
66953,CNR5004273,2024-10-26,19:27:06,Cancelled by Customer,CID8463055,V01,L145,L046,6.10,null,1,R03,0,null,0,null,null,null,null,null,null
66954,CNR1399004,2024-04-27,20:03:32,Incomplete,CID1895702,V02,L036,L047,4.80,20.20,0,null,0,null,1,R11,399.00,10.63,null,null,UPI
66955,CNR6627161,2024-05-12,10:45:38,Cancelled by Customer,CID4532274,V04,L035,L174,7.30,null,1,R02,0,null,0,null,null,null,null,null,null
66956,CNR6928192,2024-10-28,18:31:47,Cancelled by Driver,CID4440812,V05,L079,L060,4.70,null,0,null,1,R08,0,null,null,null,null,null,null
66957,CNR8905746,2024-02-26,15:57:26,Cancelled by Driver,CID6441486,V02,L129,L109,9.90,null,0,null,1,R08,0,null,null,null,null,null,null
66958,CNR8588017,2024-10-17,11:07:55,Completed,CID4756804,V06,L157,L052,7.60,34.50,0,null,0,null,0,null,313.00,26.67,4.30,4.80,Cash
66959,CNR5678899,2024-09-23,07:40:41,Cancelled by Driver,CID2984520,V03,L112,L134,6.90,null,0,null,1,R06,0,null,null,null,null,null,null
66960,CNR2799931,2024-02-02,19:42:52,Completed,CID6195368,V01,L144,L137,12.40,37.10,0,null,0,null,0,null,91.00,16.65,4.70,4.60,UPI
66961,CNR9047727,2024-02-23,10:00:35,Completed,CID1866257,V01,L059,L044,11.80,35.50,0,null,0,null,0,null,480.00,30.58,4.30,4.70,Uber Wallet
66962,CNR1369539,2024-03-05,19:27:51,Completed,CID9682196,V03,L096,L156,6.80,23.30,0,null,0,null,0,null,379.00,3.89,4.60,4.60,UPI
66963,CNR4889442,2024-07-11,05:58:09,Cancelled by Driver,CID8172334,V01,L078,L069,11.10,null,0,null,1,R09,0,null,null,null,null,null,null
66964,CNR3357695,2024-02-26,07:08:30,Completed,CID3447545,V01,L037,L005,2.90,38.70,0,null,0,null,0,null,484.00,44.29,3.70,5.00,UPI
66965,CNR1320310,2024-03-13,10:02:36,Completed,CID7969584,V05,L084,L127,14.90,37.60,0,null,0,null,0,null,493.00,17.36,4.30,4.10,Uber Wallet
66966,CNR5825929,2024-11-26,20:36:16,Completed,CID5795294,V04,L083,L016,9.50,25.90,0,null,0,null,0,null,366.00,44.20,4.20,4.20,Uber Wallet
66967,CNR1988659,2024-12-06,21:03:59,Completed,CID6737253,V05,L167,L005,12.00,15.70,0,null,0,null,0,null,184.00,3.05,4.90,4.20,Credit Card
66968,CNR6411253,2024-12-04,08:39:54,Cancelled by Customer,CID2313573,V06,L121,L125,10.20,null,1,R05,0,null,0,null,null,null,null,null,null
66969,CNR7728761,2024-12-11,20:34:46,Cancelled by Driver,CID1320036,V04,L159,L160,8.70,null,0,null,1,R09,0,null,null,null,null,null,null
66970,CNR9039182,2024-04-29,13:22:01,Completed,CID7351907,V01,L080,L120,2.90,35.70,0,null,0,null,0,null,466.00,39.00,4.30,4.20,Debit Card
66971,CNR5590381,2024-05-12,17:47:04,Cancelled by Driver,CID3560180,V02,L146,L062,8.40,null,0,null,1,R08,0,null,null,null,null,null,null
66972,CNR5599699,2024-12-20,11:12:12,Completed,CID5758217,V01,L046,L089,10.40,37.80,0,null,0,null,0,null,825.00,42.07,4.50,4.10,Credit Card
66973,CNR8978167,2024-02-28,14:21:06,Completed,CID8309109,V04,L042,L065,13.80,21.10,0,null,0,null,0,null,577.00,5.46,4.40,4.40,Uber Wallet
66974,CNR8799520,2024-03-29,17:35:57,Cancelled by Driver,CID3977412,V05,L034,L105,3.90,null,0,null,1,R08,0,null,null,null,null,null,null
66975,CNR7029539,2024-08-17,18:21:23,Completed,CID2502099,V04,L156,L028,6.20,33.70,0,null,0,null,0,null,1247.00,4.40,4.60,4.30,Cash
66976,CNR2459210,2024-01-25,09:53:30,Completed,CID7085016,V02,L033,L015,8.60,33.40,0,null,0,null,0,null,244.00,41.09,4.60,4.40,UPI
66977,CNR2934883,2024-05-29,17:36:13,Completed,CID4658202,V06,L149,L134,14.90,37.50,0,null,0,null,0,null,251.00,15.69,4.80,3.80,Cash
66978,CNR4884329,2024-12-18,11:26:20,No Driver Found,CID3449148,V03,L147,L029,null,null,0,null,0,null,0,null,null,null,null,null,null
66979,CNR8458640,2024-05-13,22:15:55,Completed,CID8709183,V02,L168,L068,5.40,42.20,0,null,0,null,0,null,104.00,32.19,3.90,4.70,Credit Card
66980,CNR9623661,2024-12-23,15:38:43,Cancelled by Driver,CID1568888,V01,L138,L158,8.30,null,0,null,1,R06,0,null,null,null,null,null,null
66981,CNR2441986,2024-02-19,02:09:02,Completed,CID3357268,V02,L046,L002,4.50,15.30,0,null,0,null,0,null,587.00,2.34,4.60,3.10,Credit Card
66982,CNR5171219,2024-08-15,11:40:25,Completed,CID2161082,V04,L100,L110,8.80,44.70,0,null,0,null,0,null,705.00,16.94,4.10,4.40,UPI
66983,CNR7301744,2024-02-08,17:06:58,Completed,CID9942742,V04,L158,L055,11.00,37.90,0,null,0,null,0,null,338.00,6.71,3.40,4.60,UPI
66984,CNR6027218,2024-01-22,13:21:06,Completed,CID4934982,V06,L035,L168,14.40,39.80,0,null,0,null,0,null,115.00,15.57,4.30,4.90,Credit Card
66985,CNR8855612,2024-11-14,10:32:16,Completed,CID9742518,V01,L043,L066,13.60,33.30,0,null,0,null,0,null,496.00,23.80,4.20,5.00,UPI
66986,CNR4573054,2024-02-24,16:24:05,Cancelled by Driver,CID5758099,V05,L139,L157,3.30,null,0,null,1,R08,0,null,null,null,null,null,null
66987,CNR9325891,2024-06-28,09:35:17,Completed,CID6312873,V02,L024,L151,9.60,15.60,0,null,0,null,0,null,214.00,3.36,4.20,5.00,UPI
66988,CNR9803614,2024-07-12,04:07:43,No Driver Found,CID2951673,V04,L077,L005,null,null,0,null,0,null,0,null,null,null,null,null,null
66989,CNR3140936,2024-10-15,18:52:27,Completed,CID3457111,V06,L175,L061,14.10,35.90,0,null,0,null,0,null,942.00,30.39,4.20,4.60,UPI
66990,CNR2876675,2024-01-09,00:37:52,Completed,CID5781267,V01,L162,L064,5.20,25.50,0,null,0,null,0,null,762.00,48.27,4.70,4.30,Credit Card
66991,CNR7255284,2024-05-28,12:14:18,No Driver Found,CID5811059,V02,L067,L025,null,null,0,null,0,null,0,null,null,null,null,null,null
66992,CNR2275156,2024-04-14,20:51:22,Cancelled by Driver,CID2774135,V06,L075,L149,3.80,null,0,null,1,R06,0,null,null,null,null,null,null
66993,CNR9166565,2024-08-17,10:06:34,Completed,CID6496094,V02,L007,L143,6.40,45.00,0,null,0,null,0,null,758.00,41.75,4.30,4.10,UPI
66994,CNR8849776,2024-11-17,23:31:25,Incomplete,CID5315017,V06,L014,L005,5.10,12.30,0,null,0,null,1,R10,1444.00,18.76,null,null,UPI
66995,CNR4183305,2024-03-25,11:18:05,Cancelled by Driver,CID4731645,V04,L165,L072,11.80,null,0,null,1,R08,0,null,null,null,null,null,null
66996,CNR1228525,2024-08-28,18:53:25,Completed,CID3170913,V03,L141,L081,14.60,25.20,0,null,0,null,0,null,739.00,7.47,3.20,4.60,UPI
66997,CNR5793558,2024-02-14,11:32:52,Completed,CID4832060,V05,L140,L091,13.90,29.80,0,null,0,null,0,null,1405.00,45.74,4.90,4.90,Cash
66998,CNR2878212,2024-04-17,19:28:12,No Driver Found,CID4394953,V05,L078,L045,null,null,0,null,0,null,0,null,null,null,null,null,null
66999,CNR5053031,2024-04-06,21:41:22,Completed,CID3726574,V05,L087,L018,4.60,42.20,0,null,0,null,0,null,134.00,43.97,4.20,3.70,UPI
67000,CNR3670802,2024-11-11,06:43:03,Completed,CID8341556,V05,L048,L024,7.80,30.80,0,null,0,null,0,null,412.00,7.64,3.30,4.10,Cash
67001,CNR4257079,2024-05-26,17:31:32,Cancelled by Customer,CID8330803,V04,L068,L127,16.40,null,1,R03,0,null,0,null,null,null,null,null,null
67002,CNR6142554,2024-12-07,14:23:21,Completed,CID5350568,V06,L075,L017,5.10,26.80,0,null,0,null,0,null,355.00,28.33,4.70,4.20,Uber Wallet
67003,CNR5595891,2024-01-15,18:40:03,Incomplete,CID9110408,V05,L158,L069,9.20,27.00,0,null,0,null,1,R12,552.00,17.84,null,null,Debit Card
67004,CNR9732056,2024-08-07,11:26:17,Completed,CID4027180,V06,L061,L045,3.30,37.20,0,null,0,null,0,null,458.00,15.59,4.60,4.20,UPI
67005,CNR1970737,2024-07-16,15:48:36,Completed,CID6090015,V01,L169,L145,13.50,23.00,0,null,0,null,0,null,413.00,19.87,4.10,3.30,UPI
67006,CNR3448654,2024-08-26,16:27:53,Cancelled by Driver,CID7007290,V01,L126,L136,6.30,null,0,null,1,R07,0,null,null,null,null,null,null
67007,CNR3942664,2024-10-10,13:28:20,Completed,CID3752059,V03,L107,L084,4.80,38.50,0,null,0,null,0,null,2110.00,37.69,4.10,5.00,Credit Card
67008,CNR4996603,2024-06-26,08:09:21,Completed,CID6513200,V06,L084,L167,8.30,18.30,0,null,0,null,0,null,745.00,27.61,3.10,4.90,UPI
67009,CNR9429783,2024-09-05,19:58:46,Cancelled by Driver,CID8163218,V06,L083,L080,9.70,null,0,null,1,R06,0,null,null,null,null,null,null
67010,CNR8472974,2024-08-19,14:00:27,Completed,CID9034943,V01,L138,L096,13.90,44.80,0,null,0,null,0,null,442.00,42.91,4.10,4.70,Cash
67011,CNR3030373,2024-05-23,15:27:23,Completed,CID4321377,V02,L167,L109,7.20,25.60,0,null,0,null,0,null,383.00,3.57,4.70,4.70,Cash
67012,CNR1448534,2024-07-14,14:32:30,Cancelled by Driver,CID8802585,V02,L093,L045,9.80,null,0,null,1,R06,0,null,null,null,null,null,null
67013,CNR9210005,2024-02-03,21:30:07,Completed,CID5660284,V06,L092,L172,8.60,29.50,0,null,0,null,0,null,798.00,19.63,4.40,4.30,UPI
67014,CNR8240915,2024-03-10,09:26:35,Completed,CID4395952,V06,L168,L030,3.50,25.20,0,null,0,null,0,null,215.00,17.31,3.60,3.30,Cash
67015,CNR8162438,2024-12-25,20:43:11,Completed,CID9262937,V02,L020,L010,14.30,42.40,0,null,0,null,0,null,91.00,25.70,3.70,4.20,Uber Wallet
67016,CNR2800665,2024-01-01,07:32:04,Completed,CID5563775,V04,L140,L115,9.30,30.30,0,null,0,null,0,null,674.00,46.18,3.40,4.90,UPI
67017,CNR4214053,2024-07-03,16:22:07,Completed,CID7622804,V01,L083,L170,9.70,39.30,0,null,0,null,0,null,531.00,35.12,4.00,4.30,Cash
67018,CNR4880257,2024-04-08,20:26:25,Completed,CID4117645,V01,L108,L071,4.40,16.60,0,null,0,null,0,null,161.00,34.88,4.10,4.60,UPI
67019,CNR8278925,2024-12-22,17:57:20,Completed,CID1367154,V04,L176,L054,5.10,27.10,0,null,0,null,0,null,571.00,33.15,4.30,4.70,UPI
67020,CNR3572898,2024-03-10,13:06:44,No Driver Found,CID6415653,V02,L125,L071,null,null,0,null,0,null,0,null,null,null,null,null,null
67021,CNR9150632,2024-09-26,04:52:32,Completed,CID2705204,V01,L056,L155,6.90,18.50,0,null,0,null,0,null,367.00,24.70,4.40,4.50,Cash
67022,CNR2947139,2024-05-08,11:43:38,Cancelled by Customer,CID3871623,V05,L074,L061,14.80,null,1,R03,0,null,0,null,null,null,null,null,null
67023,CNR8964558,2024-02-07,13:35:14,Cancelled by Driver,CID9725091,V01,L024,L032,5.40,null,0,null,1,R06,0,null,null,null,null,null,null
67024,CNR6732490,2024-06-06,17:27:54,Completed,CID3178658,V03,L052,L092,4.70,42.20,0,null,0,null,0,null,251.00,33.58,4.90,3.90,Cash
67025,CNR8900700,2024-01-29,18:58:44,Cancelled by Driver,CID7764073,V04,L045,L123,8.30,null,0,null,1,R09,0,null,null,null,null,null,null
67026,CNR5821239,2024-12-22,19:59:38,Completed,CID3858729,V01,L006,L120,9.60,25.20,0,null,0,null,0,null,846.00,38.16,4.30,4.90,UPI
67027,CNR4440351,2024-02-10,18:34:38,Completed,CID3642490,V01,L159,L157,11.60,26.30,0,null,0,null,0,null,992.00,16.33,4.70,4.80,Uber Wallet
67028,CNR2681216,2024-03-23,21:32:20,No Driver Found,CID3892911,V02,L081,L094,null,null,0,null,0,null,0,null,null,null,null,null,null
67029,CNR4006232,2024-01-08,20:32:38,Completed,CID9715845,V06,L172,L113,12.70,22.50,0,null,0,null,0,null,495.00,30.18,4.30,4.90,UPI
67030,CNR3226918,2024-07-05,06:36:10,Incomplete,CID3164631,V04,L118,L144,5.50,16.10,0,null,0,null,1,R12,306.00,7.40,null,null,UPI
67031,CNR6756277,2024-12-26,06:38:05,Completed,CID3193350,V05,L148,L100,11.60,32.40,0,null,0,null,0,null,786.00,17.97,3.90,4.30,Uber Wallet
67032,CNR3748885,2024-12-07,18:03:35,Cancelled by Customer,CID1088742,V02,L032,L149,6.40,null,1,R04,0,null,0,null,null,null,null,null,null
67033,CNR1672281,2024-11-10,03:53:47,Incomplete,CID2341682,V01,L040,L027,6.10,20.90,0,null,0,null,1,R12,301.00,11.19,null,null,Credit Card
67034,CNR9038633,2024-05-24,18:41:04,Completed,CID8297679,V01,L018,L118,4.60,36.70,0,null,0,null,0,null,85.00,3.24,4.40,4.30,Uber Wallet
67035,CNR6086818,2024-04-16,11:28:25,Completed,CID1502899,V04,L067,L082,3.70,42.90,0,null,0,null,0,null,176.00,26.46,4.20,4.20,Cash
67036,CNR1455837,2024-07-31,20:04:33,No Driver Found,CID1448856,V05,L081,L109,null,null,0,null,0,null,0,null,null,null,null,null,null
67037,CNR8972057,2024-02-01,17:40:08,Cancelled by Driver,CID3428111,V02,L176,L049,10.90,null,0,null,1,R06,0,null,null,null,null,null,null
67038,CNR4342174,2024-02-11,07:24:42,Completed,CID6783722,V06,L090,L043,11.50,20.60,0,null,0,null,0,null,345.00,40.41,3.90,4.60,Uber Wallet
67039,CNR4751180,2024-03-15,07:25:00,Completed,CID7600504,V05,L154,L033,5.50,34.90,0,null,0,null,0,null,742.00,21.89,4.30,4.50,Credit Card
67040,CNR5990131,2024-01-18,23:55:53,Completed,CID1280155,V02,L047,L051,5.90,18.00,0,null,0,null,0,null,195.00,38.89,4.70,4.70,UPI
67041,CNR4192277,2024-12-16,18:04:24,Cancelled by Driver,CID4707999,V01,L165,L026,6.90,null,0,null,1,R09,0,null,null,null,null,null,null
67042,CNR4302599,2024-05-29,16:48:47,Completed,CID7472594,V02,L115,L102,2.40,19.80,0,null,0,null,0,null,260.00,15.67,4.30,4.10,UPI
